SEC Region,Organization CRD#,SEC#,Firm Type,Primary Business Name,Legal Name,Main Office Street Address 1,Main Office Street Address 2,Main Office City,Main Office State,Main Office Country,Main Office Postal Code,Main Office Telephone Number,Main Office Facsimile Number,"Total number of offices, other than your Principal Office and place of business",Mail Office Street Address 1,Mail Office Street Address 2,Mail Office City,Mail Office State,Mail Office Country,Mail Office Postal Code,SEC Current Status,SEC Status Effective Date,Jurisdiction Notice Filed-Effective Date,Latest ADV Filing Date,Form Version,Website Address,1M,1N,1O,"1O - If yes, approx. amount of assets",1P,2B(1),2B(2),2B(3),3A,3A-Other,3B,3C-State,3C-Country,6A(1),6A(2),6A(3),6A(4),6A(5),6A(6),6A(7),6A(8),6A(9),6A(10),6A(11),6A(12),6A(13),6A(14),6A(14)-Other,6B(1),6B(2),6B(3),7A(1),7A(2),7A(3),7A(4),7A(5),7A(6),7A(7),7A(8),7A(9),7A(10),7A(11),7A(12),7A(13),7A(14),7A(15),7A(16),7B,10A,11,11A(1),11A(2),11B(1),11B(2),11C(1),11C(2),11C(3),11C(4),11C(5),11D(1),11D(2),11D(3),11D(4),11D(5),11E(1),11E(2),11E(3),11E(4),11F,11G,11H(1)(a),11H(1)(b),11H(1)(c),11H(2)
HQ,283499,802-107864,ERA,KREOS CAPITAL GROUP V LIMITED,KREOS CAPITAL GROUP V LIMITED,47 ESPLANADE,,ST. HELIER,,Jersey,JE1 0BD,44 1534 835 600,44 1534 835 650,0,,,,,,,ERA - Active,5/17/2016,,3/31/2022,Oct-21,HTTP://WWW.KREOSCAPITAL.COM,Y,N,N,,54930013I5S154O2RW48,N,Y,N,Corporation,,DECEMBER,,Jersey,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,315967,802-123618,ERA,RAINIER CAPITAL PARTNERS LP,RAINIER CAPITAL PARTNERS LP,"1111 3RD AVENUE, SUITE 3030",,SEATTLE,WA,United States,98101-3296,206-880-3413,,0,,,,,,,ERA - Active,3/4/2022,,3/4/2022,Oct-21,https://www.rainierpartners.com/,N,N,N,,,N,Y,N,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,286145,802-110317,ERA,CUBERA PRIVATE EQUITY AS,CUBERA PRIVATE EQUITY AS,HAAKON VIIS GATE 2,,OSLO,,Norway,161,47 23 10 07 60,,0,,,,,,,ERA - Active,3/30/2017,,3/29/2022,Oct-21,HTTPS://WWW.LINKEDIN.COM/COMPANY/CUBERA-PRIVATE-EQUITY/,Y,N,N,,549300ZJ91HQMAZMA049,N,Y,N,Corporation,,DECEMBER,,Norway,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
FWRO,160683,802-79215,ERA,"PARALLEL INVESTMENT PARTNERS, LLC","PARALLEL INVESTMENT PARTNERS, LLC",3889 MAPLE AVENUE,"PARKLAND HALL, SUITE 220",DALLAS,TX,United States,75219,214-740-3600,214-740-3630,0,,,,,,,ERA - Active,2/10/2014,,3/30/2022,Oct-21,HTTP://PARALLELIP.COM/,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,163813,802-124754,ERA,"LYON STREET CAPITAL, LLC","LYON STREET CAPITAL, LLC",501 HUMBOLDT AVENUE,2ND FLOOR,SAUSALITO,CA,United States,94965,415-418-2202,,0,,,,,,,ERA - Active,3/25/2022,,3/25/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
BRO,289196,802-112040,ERA,"SEMANTEON CAPITAL MANAGEMENT, LP","SEMANTEON CAPITAL MANAGEMENT, LP",580 WASHINGTON ST.,SUITE C,NEWTON,MA,United States,2458,617-213-0162,,0,,,,,,,ERA - Active,10/17/2017,,3/18/2022,Oct-21,HTTP://WWW.SEMANTEON.COM,N,N,N,,,N,Y,N,Limited Partnership,,DECEMBER,DE,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,283578,802-107749,ERA,ARIOSE CAPITAL MANAGEMENT LIMITED,ARIOSE CAPITAL MANAGEMENT LIMITED,"SUITE 505, 5TH FLOOR, ICBC TOWER,","3 GARDEN ROAD, CENTRAL",HONG KONG,,Hong Kong,,852 2325-2999,852 2325-9899,0,,,,,,,ERA - Active,4/20/2016,,3/17/2022,Oct-21,,Y,N,N,,5493007J5V2KU1MYG690,N,Y,N,Other (specify),HONG KONG COMPANY LIMITED BY SHARES,DECEMBER,,Hong Kong,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
CHRO,315164,802-121963,ERA,"CHICAGO EQUITY ADVISORS, LLC","CHICAGO EQUITY ADVISORS, LLC",650 E. ALGONQUIN ROAD,SUITE 350,SCHAUMBURG,IL,United States,60173,847-894-3288,,0,,,,,,,ERA - Active,6/30/2021,,3/28/2022,Oct-21,http://ceafunds.com/,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,IL,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,313975,802-124844,ERA,"VESTA VENTURES GP, LLC","VESTA VENTURES GP, LLC",,,,,,,415-999-0745,,0,,,,,,,ERA - Active,3/31/2022,,3/31/2022,Oct-21,http://vestavc.com/,N,N,N,,,Y,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,164504,802-78706,ERA,PERLUS INVESTMENT MANAGEMENT LLP,PERLUS INVESTMENT MANAGEMENT LLP,28 ORCHARD ROAD,,ST ANNES ON SEA,,United Kingdom,FY8 1PF,+44 (0)1253 727034,,2,28 ORCHARD ROAD,,ST ANNES ON SEA,,United Kingdom,FY8 1PF,ERA - Active,10/11/2013,,3/9/2022,Oct-21,HTTP://WWW.PERLUSINVESTMENTS.COM,Y,N,N,,,N,Y,N,Limited Liability Partnership,,DECEMBER,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,163809,802-76538,ERA,"MUSE CAPITAL ADVISORS, LIMITED","MUSE CAPITAL ADVISORS, LIMITED","SUITE 218,",22 ST GEORGES STREET,PORT LOUIS,,Mauritius,11324,-9782,-9815,0,C/O IQ EQ FUND SERVICES (MAURITIUS) LTD,33 EDITH CAVELL STREET,PORT LOUIS,,Mauritius,11324,ERA - Active,4/10/2012,,5/20/2022,Oct-21,,Y,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,,Mauritius,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
FWRO,165857,802-77810,ERA,"WM CAPITAL PARTNERS, LLC","WM CAPITAL PARTNERS, LLC",500 WEST 5TH STREET,SUITE 1010,AUSTIN,TX,United States,78701,212-584-6170,212-937-2392,1,,,,,,,ERA - Active,3/19/2013,,3/31/2022,Oct-21,HTTP://WMCAPITALPARTNERS.COM/,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
BRO,164826,802-77593,ERA,NEW CANAAN FUNDING MEZZANINE LLC,NEW CANAAN FUNDING MEZZANINE LLC,21 LOCUST AVENUE #1C,,NEW CANAAN,CT,United States,6840,203-966-1071,203-966-1081,2,,,,,,,ERA - Active,1/23/2013,,3/17/2022,Oct-21,HTTPS://WWW.NEWCANAANFUNDING.COM,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,318943,802-123580,ERA,"WHITE POST INVESTMENTS, LP","WHITE POST INVESTMENTS, LP",41 MADISON AVENUE,34TH FLOOR,NEW YORK,NY,United States,10010,(646)-388-2414,,0,,,,,,,ERA - Active,3/1/2022,,3/1/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
CHRO,170599,802-79349,ERA,"AAVIN EQUITY ADVISORS, LLC","AAVIN EQUITY ADVISORS, LLC",1245 1ST AVE SE,,CEDAR RAPIDS,IA,United States,52402,319-247-1072,,1,,,,,,,ERA - Active,3/6/2014,,2/8/2022,Oct-21,HTTP://WWW.AAVIN.COM,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,IA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,290923,802-112201,ERA,DELBROOK CAPITAL ADVISORS INC.,DELBROOK CAPITAL ADVISORS INC.,1500-1199 WEST HASTINGS STREET,,"VANCOUVER, BRITISH COLUMBIA",,Canada,V6E 3T5,604-229-1450,604-558-7695,0,,,,,,,ERA - Active,11/20/2017,,2/8/2022,Oct-21,https://ca.linkedin.com/company/delbrook-capital-advisors-inc-,Y,N,N,,54930064IEVZ8C4XZC46,N,Y,N,Corporation,,DECEMBER,,Canada,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,291489,802-112471,ERA,"1984 VENTURES MANAGEMENT, LLC","1984 VENTURES MANAGEMENT, LLC",44 TEHAMA STREET,,SAN FRANCISCO,CA,United States,94105,408-420-9220,,0,,,,,,,ERA - Active,1/18/2018,,3/6/2022,Oct-21,HTTP://1984.VC,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,321810,802-125882,ERA,ASTORG ADVISORY SERVICES GROWTH,ASTORG ADVISORY SERVICES GROWTH,"2, RUE ALBERT BORSCHETTE",,"LUXEMBOURG, LUXEMBOURG",,Luxembourg,1246,35226092155,35226092199,1,,,,,,,ERA - Active,5/16/2022,,5/16/2022,Oct-21,http://www.astorg.com/,N,N,N,,,N,Y,N,Other (specify),PRIVATE LIMITED LIABILITY COMPANY,DECEMBER,,Luxembourg,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,163760,802-76407,ERA,TVF CAPITAL MANAGEMENT LIMITED,TVF CAPITAL MANAGEMENT LIMITED,"SANNE HOUSE, BANK STREET, TWENTYEIGHT",CYBERCITY,EBENE,,Mauritius,72201,230-467-3000,230-467-4000,1,,,,,,,ERA - Active,4/2/2012,,3/30/2022,Oct-21,,Y,N,N,,549300BCMRSGJXW1QM50,N,Y,N,Corporation,,DECEMBER,,Mauritius,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
CHRO,168734,802-79225,ERA,"CULTIVATION CAPITAL, LLC","CULTIVATION CAPITAL, LLC",1100 CORPORATE SQUARE DRIVE,SUITE 212,ST. LOUIS,MO,United States,63132,314-216-2051,N/A,2,911 WASHINGTON AVENUE,SUITE 801,ST. LOUIS,MO,United States,63101-9997,ERA - Active,2/12/2014,,3/31/2022,Oct-21,HTTP://WWW.CULTIVATIONCAPITAL.COM,N,N,N,,,Y,N,Y,Limited Liability Company,,DECEMBER,MO,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,159474,802-75965,ERA,PACIFIC ROAD CAPITAL MANAGEMENT PTY LTD,PACIFIC ROAD CAPITAL MANAGEMENT PTY LTD,"SUITE 2, LEVEL 6, 28 MARGARET STREET",NSW,SYDNEY,,Australia,2000,612 9241 1000,,0,,,,,,,ERA - Active,3/30/2012,,8/16/2021,Mar-20,HTTP://WWW.PACROAD.COM,Y,N,N,,213800RCAHT2S5Q4B923,N,Y,N,Corporation,,JUNE,,Australia,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
LARO,290294,802-118147,ERA,DAY ONE VENTURES MANAGEMENT LLC,DAY ONE VENTURES MANAGEMENT LLC,,,,,,,(347) 614-8468,,0,,,,,,,ERA - Active,1/30/2020,,3/10/2022,Oct-21,http://dayoneventures.com,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,311035,802-120017,ERA,GRAND AVENUE ADVISORS LLC,GRAND AVENUE ADVISORS LLC,285 GRAND AVENUE,BUILDING 1,ENGLEWOOD,NJ,United States,7631,201-227-2249,,0,,,,,,,ERA - Active,11/20/2020,,3/29/2022,Oct-21,https://www.grandaveinv.com,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
DRO,282022,802-106918,ERA,FOUNDERS EQUITY PARTNERS,"ACM ADVISORS, LLC",,,,,,,1-415-364-8318,,0,P.O. BOX 10250,,JACKSON,WY,United States,83002,ERA - Active,11/7/2015,,3/30/2022,Oct-21,HTTPS://TWITTER.COM/BOBACKERMAN,N,N,N,,,N,Y,Y,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,226672,802-99338,ERA,"EMET CAPITAL MANAGEMENT I, LLC","EMET CAPITAL MANAGEMENT I, LLC",589 FIFTH AVENUE,16TH FLOOR,NEW YORK,NY,United States,10017,212-725-7902,212-725-7899,0,,,,,,,ERA - Active,5/26/2015,,3/29/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
PLRO,171108,802-79594,ERA,"QUESTMARK MANAGEMENT COMPANY, LLC","QUESTMARK MANAGEMENT COMPANY, LLC",11101 RESORT ROAD,PMB 256,ELLICOTT CITY,MD,United States,21042,410-895-5800,410-895-5808,0,,,,,,,ERA - Active,4/4/2014,,4/30/2022,Oct-21,HTTP://WWW.QUESTM.COM/,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,305691,802-118430,ERA,CDIB CAPITAL INTERNATIONAL (HONG KONG) LIMITED,CDIB CAPITAL INTERNATIONAL (HONG KONG) LIMITED,"SUITE 701-3 ICBC TOWER,",3 GARDEN ROAD,CENTRAL,,Hong Kong,0,+852 66526022,+852 2231 8601,0,,,,,,,ERA - Active,3/12/2020,,3/23/2022,Oct-21,https://www.cdibcapital.com,Y,N,N,,,N,Y,N,Corporation,,DECEMBER,,Hong Kong,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,298458,802-114250,ERA,REVETAS GP II LIMITED,REVETAS GP II LIMITED,1 ROYAL PLAZA,ROYAL PLACE,"ST PETER PORT, GUERNSEY",,United Kingdom,GY1 2HL,+44 0 1481735844,+44(0)1481715219,0,,,,,,,ERA - Active,10/5/2018,,3/31/2021,Mar-20,,Y,N,N,,,N,Y,N,Corporation,,DECEMBER,,Guernsey,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,162394,802-75497,ERA,PERMIRA CREDIT LIMITED,PERMIRA CREDIT LIMITED,80 PALL MALL,,LONDON,,United Kingdom,SW1Y 5ES,44 20 7632 1000,44 20 7839 5611,1,,,,,,,ERA - Active,3/29/2012,,3/31/2022,Oct-21,HTTPS://VIMEO.COM/PERMIRAADVISERS,Y,N,N,,213800KF3GXM4DSJRX93,N,Y,N,Corporation,,DECEMBER,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,167981,802-78431,ERA,ALPHA ASSOCIATES LTD.,ALPHA ASSOCIATES LTD.,TALSTRASSE 80,,ZURICH,,Switzerland,CH-8001,+41 43 244 31 00,,0,,,,,,,ERA - Active,8/6/2013,,3/30/2022,Oct-21,HTTP://WWW.ALPHA-ASSOCIATES.CH/,Y,N,N,,894500TFMQ2RHIWAY929,N,Y,N,Corporation,,DECEMBER,,Switzerland,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
BRO,312757,802-120624,ERA,"BCM CT, INC.","BCM CT, INC.",537 STEAMBOAT ROAD,SUITE 200,GREENWICH,CT,United States,6830,203-769-2345,201-402-1086,4,,,,,,,ERA - Active,2/24/2021,,3/17/2022,Oct-21,https://www.linkedin.com/company/biomark-capital,N,N,N,,,Y,Y,N,Corporation,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,309999,802-120212,ERA,"OBSIDIAN GLOBAL PARTNERS, LLC","OBSIDIAN GLOBAL PARTNERS, LLC",150 GREENWICH STREET,FLOOR 29,NEW YORK,NY,United States,10007,516-286-4237,,0,,,,,,,ERA - Active,12/22/2020,,3/31/2022,Oct-21,https://www.obsidiangp.com/,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
DRO,312214,802-120470,ERA,"SERENITY ALTERNATIVE INVESTMENT MANAGEMENT, LLC","SERENITY ALTERNATIVE INVESTMENT MANAGEMENT, LLC",1801 CALIFORNIA ST,SUITE 2400,DENVER,CO,United States,80202,630-730-5745,,0,,,,,,,ERA - Active,2/5/2021,,4/5/2022,Oct-21,https://serenityalts.com/,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,298223,802-114102,ERA,VENTURE STUDIO INVESTMENT MANAGEMENT LLC,VENTURE STUDIO INVESTMENT MANAGEMENT LLC,727 SANSOME ST,,SAN FRANCISCO,CA,United States,94111,415-409-8126,,0,727 SANSOME ST,,SAN FRANCISCO,CA,United States,94111,ERA - Active,9/7/2018,,3/30/2022,Oct-21,http://www.finventurestudio.com/,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
BRO,163120,802-76419,ERA,KODIAK VENTURE PARTNERS,"KODIAK VENTURES MANAGEMENT COMPANY, INC",,,,,,,617-901-8590,,0,11 PETER GROVER ROAD,,BETHEL,ME,United States,4217,ERA - Active,4/3/2012,,3/21/2022,Oct-21,HTTPS://WWW.KODIAKVP.COM,N,N,N,,,Y,N,N,Corporation,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
LARO,163555,802-76180,ERA,"ALDER CAPITAL, LLC","ALDER CAPITAL, LLC",16236 SAN DIEGUITO ROAD,"SUITE 4-21, # 9491",RANCHO SANTA FE,CA,United States,92067,858-259-3900,,0,,,,,,,ERA - Active,3/30/2012,,3/15/2022,Oct-21,HTTP://WWW.ALDERCAP.COM,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,306285,802-120666,ERA,HMC CAPITAL,"NESTGSV INVESTMENT MANAGEMENT, LLC",1325 AVENUE OF THE AMERICAS,SUITE 2805,NEW YORK,NY,United States,10019,212-786-6086,,0,,,,,,,ERA - Active,3/1/2021,,3/31/2022,Oct-21,https://hmccap.com/?lang=en,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,167637,802-78163,ERA,ANSON ADVISORS INC.,ANSON ADVISORS INC.,155 UNIVERSITY AVENUE,SUITE 207,TORONTO,,Canada,M5H 3B7,416-447-8874,,0,,,,,,,ERA - Active,5/30/2013,,2/25/2022,Oct-21,HTTPS://WWW.ANSONFUNDS.COM,Y,N,N,,549300Q4U4XL9MJPM131,N,Y,N,Corporation,,NOVEMBER,,Canada,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,300549,802-115260,ERA,"DIGITX MANAGEMENT CO., LLC","DIGITX MANAGEMENT CO., LLC",2000 SIERRA POINT PARKWAY,,BRISBANE,CA,United States,94005,415-734-0760,,0,25TH ST,4047,SAN FRANCISCO,CA,United States,94114,ERA - Active,4/10/2019,,3/3/2022,Oct-21,http://www.digitxpartners.com/,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,163821,802-79573,ERA,"FUNDAMENTAL CAPITAL, LLC","FUNDAMENTAL CAPITAL, LLC",4 EMBARCADERO CENTER,SUITE 1400,SAN FRANCISCO,CA,United States,94111,415-782-0000 X 11,,0,,,,,,,ERA - Active,4/1/2014,,3/23/2022,Oct-21,HTTP://WWW.FUNDAMENTALCAPITAL.COM,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
